"Hour","Month","Day_of_Month","Day","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station.Pressure","Minute"
"14","12","25","7",2.4,-4,"62",2.9,-3.7,"62"," 10",12,24.1,102.12,"45"
"16","12","25","7",2.3,-3.2,"67",2.3,-4,"63","350",12,24.1,102.13,"50"
"18","12","25","7",1.7,-3.2,"70",1.8,-3.9,"66","350",10,24.1,102.2,"50"
"20","12","25","7",1.1,-2.1,"79",1.5,-3.2,"71","350",10,24.1,102.25,"45"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31," 0"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27," 0"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3," 0"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19," 0"
"11","12","26","1",2.7,1.7,"93",4.7,2.4,"85","100",18,24.1,102.08," 0"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92," 0"
"13","12","26","1",2.4,1.8,"96",5.1,1.6,"78","130",5,24.1,101.77," 0"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66," 0"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58," 0"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47," 0"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38," 0"
"18","12","26","1",3.4,2.7,"95",4.9,1.9,"81","120",16,16.1,101.28," 0"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15," 0"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99," 0"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"10"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"20"
" 5","12","26","1",1.1,-0.7,"88",15,9.9,"71","360",12,24.1,101.44,"15"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31,"45"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"15"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"45"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"15"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"45"
"20","12","26","1",2.8,2.1,"96",5.2,2.6,"83","140",25,16.1,101,"15"
"22","12","26","1",2.9,2.4,"96",11,2.3,"58","220",12,24.1,101.47,"45"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31," 0"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3," 0"
"11","12","26","1",2.7,1.7,"93",4.7,2.4,"85","100",18,24.1,102.08," 0"
"13","12","26","1",2.4,1.8,"96",5.1,1.6,"78","130",5,24.1,101.77," 0"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58," 0"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38," 0"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15," 0"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99," 0"
" 5","12","26","1",1.1,-0.7,"88",15.6,9.3,"65","250",35,24.1,101.42,"10"
" 5","12","26","1",1.1,-0.7,"88",7,3,"77","220",4,24.1,101.75,"20"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27,"30"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3,"10"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"25"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66,"15"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66,"50"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47,"15"
"18","12","26","1",3.4,2.7,"95",4.9,1.9,"81","120",16,16.1,101.28,"30"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"40"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31," 0"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27," 0"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3," 0"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19," 0"
"11","12","26","1",2.7,1.7,"93",4.7,2.4,"85","100",18,24.1,102.08," 0"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92," 0"
"13","12","26","1",2.4,1.8,"96",5.1,1.6,"78","130",5,24.1,101.77," 0"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66," 0"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58," 0"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47," 0"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38," 0"
"18","12","26","1",3.4,2.7,"95",4.9,1.9,"81","120",16,16.1,101.28," 0"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15," 0"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99," 0"
" 5","12","26","1",1.1,-0.7,"88",4.6,0.3,"75","360",7,24.1,101.53,"15"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31,"45"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"15"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"45"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"15"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"45"
"20","12","26","1",2.8,2.1,"96",5.2,2.6,"83","140",25,16.1,101,"15"
"22","12","26","1",2.9,2.4,"96",7.6,4.7,"84","220",13,24.1,102.46,"45"
" 6","12","26","1",1.8,0.9,"94",2.8,0.2,"83","220",0,24.1,102.34,"20"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27,"30"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3,"50"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"40"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"50"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66,"10"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"10"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"20"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"30"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99,"30"
" 6","12","26","1",1.8,0.9,"94",2.8,0.2,"83","270",0,24.1,102.34," 0"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31," 0"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27," 0"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3," 5"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19," 5"
"11","12","26","1",2.7,1.7,"93",4.7,2.4,"85","100",18,24.1,102.08," 5"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"10"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66,"35"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"45"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47,"45"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"50"
"18","12","26","1",3.4,2.7,"95",4.9,1.9,"81","120",16,16.1,101.28,"50"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"50"
"20","12","26","1",2.8,2.1,"96",5.2,2.6,"83","140",25,16.1,101,"40"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99,"40"
" 6","12","26","1",1.8,0.9,"94",2.8,0.2,"83","220",0,24.1,102.34,"20"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27,"30"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"40"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92," 0"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"50"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"10"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47,"20"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"20"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"30"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99,"30"
" 7","12","26","1",1.7,0.9,"95",4,1,"81","120",8,24.1,102.31,"20"
" 9","12","26","1",2.2,1.5,"96",3.8,1.2,"83","100",10,24.1,102.3,"25"
"11","12","26","1",2.7,1.7,"93",4.7,2.4,"85","100",18,24.1,102.08,"30"
"13","12","26","1",2.4,1.8,"96",5.1,1.6,"78","130",5,24.1,101.77,"35"
"15","12","26","1",3.8,2.9,"94",5.3,1.6,"77","360",7,24.1,101.58,"50"
"17","12","26","1",3.7,2.7,"94",5.5,2.2,"79","100",15,16.1,101.38,"50"
"19","12","26","1",2.9,2.2,"95",4.9,2.3,"83","130",21,9.7,101.15,"50"
"21","12","26","1",2.7,2.1,"96",5.4,2.9,"84","130",21,16.1,100.99,"45"
" 6","12","26","1",1.8,0.9,"94",2.8,0.2,"83","220",0,24.1,102.34,"20"
" 8","12","26","1",1.7,1,"96",4.1,1.5,"83","100",13,24.1,102.27,"25"
"10","12","26","1",2.7,1.7,"94",4.3,1.8,"84","110",19,24.1,102.19,"25"
"12","12","26","1",2.1,1.4,"95",5,2.4,"83"," 90",12,24.1,101.92,"35"
"14","12","26","1",3.4,2.6,"95",5.4,1.7,"77","110",4,24.1,101.66,"45"
"16","12","26","1",3.9,2.9,"93",5.3,2,"79"," 50",8,16.1,101.47,"50"
"18","12","26","1",3.4,2.7,"95",4.9,1.9,"81","120",16,16.1,101.28,"50"
"20","12","26","1",2.8,2.1,"96",5.2,2.6,"83","140",25,16.1,101,"45"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25," 0"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28," 0"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35," 0"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37," 0"
"11","12","27","2",5.4,4.3,"93",6.8,2.5,"74","240",18,24.1,101.38," 0"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43," 0"
"13","12","27","2",5.5,3.1,"85",5.5,3.2,"85","240",34,16.1,101.5," 0"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53," 0"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6," 0"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67," 0"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79," 0"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85," 0"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9," 0"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96," 0"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1," 0"
"22","12","27","2",3.2,2.6,"95",4.9,3.9,"94","360",8,4.8,101.6," 0"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"10"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"20"
" 5","12","27","2",4,3.4,"96",13.1,9.1,"77","220",10,24.1,101.91,"15"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25,"45"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"15"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"45"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"15"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"45"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96,"15"
"22","12","27","2",3.2,2.6,"95",-3.7,-6.8,"82","120",23,24.1,102.46,"45"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25," 0"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35," 0"
"11","12","27","2",5.4,4.3,"93",6.8,2.5,"74","240",18,24.1,101.38," 0"
"13","12","27","2",5.5,3.1,"85",5.5,3.2,"85","240",34,16.1,101.5," 0"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6," 0"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79," 0"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9," 0"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1," 0"
" 5","12","27","2",4,3.4,"96",11.9,9.6,"86","200",7,24.1,102.51,"10"
" 5","12","27","2",4,3.4,"96",8.8,6.9,"89","320",10,9.7,101.87,"20"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28,"30"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35,"10"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"25"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53,"15"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53,"50"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67,"15"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85,"30"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"40"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25," 0"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28," 0"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35," 0"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37," 0"
"11","12","27","2",5.4,4.3,"93",6.8,2.5,"74","240",18,24.1,101.38," 0"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43," 0"
"13","12","27","2",5.5,3.1,"85",5.5,3.2,"85","240",34,16.1,101.5," 0"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53," 0"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6," 0"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67," 0"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79," 0"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85," 0"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9," 0"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96," 0"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1," 0"
"22","12","27","2",3.2,2.6,"95",9.1,5.9,"82","130",8,24.1,102.19," 0"
" 5","12","27","2",4,3.4,"96",11.8,7.4,"77"," 20",7,24.1,101.93,"15"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25,"45"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"15"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"45"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"15"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"45"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96,"15"
"22","12","27","2",3.2,2.6,"95",7.9,6.1,"90","270",9,12.9,101.88,"45"
" 6","12","27","2",4.2,3.5,"96",5.7,3.4,"85","240",24,24.1,101.23,"20"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28,"30"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35,"50"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"40"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"50"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53,"10"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"10"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"20"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85,"30"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"30"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1,"30"
" 6","12","27","2",4.2,3.5,"96",5.7,3.4,"85","240",24,24.1,101.23," 0"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25," 0"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28," 0"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35," 5"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37," 5"
"11","12","27","2",5.4,4.3,"93",6.8,2.5,"74","240",18,24.1,101.38," 5"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"10"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53,"35"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"45"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67,"45"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"50"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85,"50"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"50"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96,"40"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1,"40"
" 6","12","27","2",4.2,3.5,"96",5.7,3.4,"85","240",24,24.1,101.23,"20"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28,"30"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"40"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43," 0"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"50"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"10"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67,"20"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"20"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"30"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96,"35"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1,"30"
" 7","12","27","2",3.9,3.3,"96",6.3,3.8,"84","230",33,24.1,101.25,"20"
" 9","12","27","2",5,4.3,"96",5.4,2.9,"84","240",25,24.1,101.35,"25"
"11","12","27","2",5.4,4.3,"93",6.8,2.5,"74","240",18,24.1,101.38,"30"
"13","12","27","2",5.5,3.1,"85",5.5,3.2,"85","240",34,16.1,101.5,"35"
"15","12","27","2",5.2,2.9,"85",5.6,3.5,"86","240",25,16.1,101.6,"50"
"17","12","27","2",4.8,3.2,"90",4.3,1.7,"83","250",32,9.7,101.79,"50"
"19","12","27","2",3.6,2.9,"95",5.2,2.9,"85","230",27,24.1,101.9,"50"
"21","12","27","2",3.2,2.4,"94",5.1,2.1,"81","250",23,24.1,102.1,"45"
" 6","12","27","2",4.2,3.5,"96",5.7,3.4,"85","240",24,24.1,101.23,"20"
" 8","12","27","2",4.1,3.5,"96",6.3,3.3,"81","230",28,24.1,101.28,"25"
"10","12","27","2",6,4.3,"89",6.1,3.1,"81","230",24,24.1,101.37,"25"
"12","12","27","2",5.4,4.2,"92",5.6,3,"83","250",38,12.9,101.43,"35"
"14","12","27","2",6,3.1,"81",5.7,3.2,"84","240",21,16.1,101.53,"45"
"16","12","27","2",5.2,3.1,"86",5.7,2.4,"79","240",9,24.1,101.67,"50"
"18","12","27","2",4.2,3.1,"93",5.2,3.1,"86","250",14,24.1,101.85,"50"
"20","12","27","2",3.3,2.5,"94",5.4,3.1,"85","230",27,24.1,101.96,"45"
" 7","12","28","3",4.3,2.7,"89",6.6,0.9,"67","180",11,24.1,102.79," 0"
" 8","12","28","3",3.4,2.2,"92",6,2.7,"79","120",14,24.1,102.82," 0"
" 9","12","28","3",3.8,2.9,"93",6,2.5,"78","120",12,24.1,102.86," 0"
"10","12","28","3",4.2,3.3,"94",5.8,2.3,"78"," 80",6,24.1,102.95," 0"
"11","12","28","3",4.9,4,"95",5.8,2.8,"81","120",13,24.1,102.94," 0"
"12","12","28","3",5.1,3.9,"92",6.8,1.5,"69","150",7,24.1,102.95," 0"
"13","12","28","3",4.8,3.9,"94",6.9,2.6,"74","220",5,24.1,102.95," 0"
"14","12","28","3",4.2,3.1,"93",7,2.3,"72","150",7,24.1,102.94," 0"
"15","12","28","3",4.1,3,"93",7,2.3,"72","160",4,24.1,102.92," 0"
"16","12","28","3",4,3,"94",6.7,2.6,"75","120",10,24.1,102.89," 0"
"17","12","28","3",4,3.3,"95",6.7,2.8,"76","120",5,24.1,102.87," 0"
"18","12","28","3",4.1,3.4,"95",6.7,3.3,"79"," 70",5,24.1,102.82," 0"
"19","12","28","3",4.4,3.7,"96",5.6,3,"83","350",7,24.1,102.79," 0"
"21","12","28","3",4.7,3.9,"95",5.2,3.1,"86"," 20",8,24.1,102.71," 0"
"10","12","28","3",4.2,3.3,"94",5.8,2.3,"78"," 80",6,24.1,102.95,"10"
"19","12","28","3",4.4,3.7,"96",5.6,3,"83","350",7,24.1,102.79,"20"
" 5","12","28","3",3.4,2.5,"94",6,1.7,"74","350",7,24.1,101.33,"15"
" 7","12","28","3",4.3,2.7,"89",6.6,0.9,"67","180",11,24.1,102.79,"45"
"10","12","28","3",4.2,3.3,"94",5.8,2.3,"78"," 80",6,24.1,102.95,"15"
"12","12","28","3",5.1,3.9,"92",6.8,1.5,"69","150",7,24.1,102.95,"45"
"15","12","28","3",4.1,3,"93",7,2.3,"72","160",4,24.1,102.92,"15"
"17","12","28","3",4,3.3,"95",6.7,2.8,"76","120",5,24.1,102.87,"45"
"20","12","28","3",4.2,3.6,"96",5.1,3,"86","340",9,24.1,102.79,"15"
"22","12","28","3",4.7,3.5,"92",17.9,13.2,"74","230",10,24.1,101.44,"45"
" 7","12","28","3",4.3,2.7,"89",6.6,0.9,"67","180",11,24.1,102.79," 0"
" 9","12","28","3",3.8,2.9,"93",6,2.5,"78","120",12,24.1,102.86," 0"
"11","12","28","3",4.9,4,"95",5.8,2.8,"81","120",13,24.1,102.94," 0"
"13","12","28","3",4.8,3.9,"94",6.9,2.6,"74","220",5,24.1,102.95," 0"
"15","12","28","3",4.1,3,"93",7,2.3,"72","160",4,24.1,102.92," 0"
"17","12","28","3",4,3.3,"95",6.7,2.8,"76","120",5,24.1,102.87," 0"
"17","12","28","3",4,3.3,"95",6.7,2.8,"76","120",5,24.1,102.87," 0"
"21","12","28","3",4.7,3.9,"95",5.2,3.1,"86"," 20",8,24.1,102.71," 0"
" 5","12","28","3",3.4,2.5,"94",11.6,8.1,"81","120",13,24.1,101.82,"10"
" 5","12","28","3",3.4,2.5,"94",15.1,12,"81","360",10,24.1,102.09,"20"
" 8","12","28","3",3.4,2.2,"92",6,2.7,"79","120",14,24.1,102.82,"30"
" 9","12","28","3",3.8,2.9,"93",6,2.5,"78","120",12,24.1,102.86,"10"
"10","12","28","3",4.2,3.3,"94",5.8,2.3,"78"," 80",6,24.1,102.95,"25"
"14","12","28","3",4.2,3.1,"93",7,2.3,"72","150",7,24.1,102.94,"15"
"14","12","28","3",4.2,3.1,"93",7,2.3,"72","150",7,24.1,102.94,"50"
"16","12","28","3",4,3,"94",6.7,2.6,"75","120",10,24.1,102.89,"15"
"18","12","28","3",4.1,3.4,"95",6.7,3.3,"79"," 70",5,24.1,102.82,"30"
"19","12","28","3",4.4,3.7,"96",5.6,3,"83","350",7,24.1,102.79,"40"
" 7","12","28","3",4.3,2.7,"89",6.6,0.9,"67","180",11,24.1,102.79," 0"
" 8","12","28","3",3.4,2.2,"92",6,2.7,"79","120",14,24.1,102.82," 0"
" 9","12","28","3",3.8,2.9,"93",6,2.5,"78","120",12,24.1,102.86," 0"
"10","12","28","3",4.2,3.3,"94",5.8,2.3,"78"," 80",6,24.1,102.95," 0"
"11","12","28","3",4.9,4,"95",5.8,2.8,"81","120",13,24.1,102.94," 0"
"12","12","28","3",5.1,3.9,"92",6.8,1.5,"69","150",7,24.1,102.95," 0"
"13","12","28","3",4.8,3.9,"94",6.9,2.6,"74","220",5,24.1,102.95," 0"
"14","12","28","3",4.2,3.1,"93",7,2.3,"72","150",7,24.1,102.94," 0"
"15","12","28","3",4.1,3,"93",7,2.3,"72","160",4,24.1,102.92," 0"
"16","12","28","3",4,3,"94",6.7,2.6,"75","120",10,24.1,102.89," 0"
"17","12","28","3",4,3.3,"95",6.7,2.8,"76","120",5,24.1,102.87," 0"
"18","12","28","3",4.1,3.4,"95",6.7,3.3,"79"," 70",5,24.1,102.82," 0"
"19","12","28","3",4.4,3.7,"96",5.6,3,"83","350",7,24.1,102.79," 0"
"21","12","28","3",4.7,3.9,"95",5.2,3.1,"86"," 20",8,24.1,102.71," 0"
