"","ID","Departure","Arrival","Minutes","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"2917",2917,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2918",2918,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2919",2919,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2920",2920,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","20","1",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2921",2921,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","21","4",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2922",2922,"Swartz Bay","Tsawwassen","0","26","December","Tuesday","22","1",1.6,-1.2,82,4.3,1.3,79,360,6,24.1,101.71
"2923",2923,"Duke Point","Tsawwassen","15","26","December","Tuesday","5","1",0.6,-2,83,3.5,0.3,78,360,36,24.1,101.32
"2924",2924,"Duke Point","Tsawwassen","45","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2925",2925,"Duke Point","Tsawwassen","15","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2926",2926,"Duke Point","Tsawwassen","45","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2927",2927,"Duke Point","Tsawwassen","15","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2928",2928,"Duke Point","Tsawwassen","45","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2929",2929,"Duke Point","Tsawwassen","15","26","December","Tuesday","20","4",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2930",2930,"Duke Point","Tsawwassen","45","26","December","Tuesday","22","2",1.6,-1.2,82,5.7,1.8,75,30,18,24.1,103.07
"2931",2931,"Departure Bay","Horseshoe Bay","20","26","December","Tuesday","6","1",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2932",2932,"Departure Bay","Horseshoe Bay","35","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2933",2933,"Departure Bay","Horseshoe Bay","30","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2934",2934,"Departure Bay","Horseshoe Bay","40","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2935",2935,"Departure Bay","Horseshoe Bay","50","26","December","Tuesday","11","1",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2936",2936,"Departure Bay","Horseshoe Bay","50","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2937",2937,"Departure Bay","Horseshoe Bay","10","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2938",2938,"Departure Bay","Horseshoe Bay","20","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2939",2939,"Departure Bay","Horseshoe Bay","30","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2940",2940,"Departure Bay","Horseshoe Bay","30","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2941",2941,"Departure Bay","Horseshoe Bay","30","26","December","Tuesday","21","1",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2942",2942,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","26","December","Tuesday","6","2",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2943",2943,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2944",2944,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2945",2945,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2946",2946,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2947",2947,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","26","December","Tuesday","11","1",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2948",2948,"Horseshoe Bay","Snug Cove (Bowen Is.)","10","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2949",2949,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2950",2950,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2951",2951,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
"2952",2952,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2953",2953,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2954",2954,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2955",2955,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","26","December","Tuesday","20","2",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2956",2956,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","26","December","Tuesday","21","1",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2957",2957,"Horseshoe Bay","Departure Bay","20","26","December","Tuesday","6","1",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2958",2958,"Horseshoe Bay","Departure Bay","30","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2959",2959,"Horseshoe Bay","Departure Bay","40","26","December","Tuesday","9","2",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2960",2960,"Horseshoe Bay","Departure Bay","40","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2961",2961,"Horseshoe Bay","Departure Bay","50","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2962",2962,"Horseshoe Bay","Departure Bay","10","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2963",2963,"Horseshoe Bay","Departure Bay","20","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
"2964",2964,"Horseshoe Bay","Departure Bay","20","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2965",2965,"Horseshoe Bay","Departure Bay","30","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2966",2966,"Horseshoe Bay","Departure Bay","30","26","December","Tuesday","20","2",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2967",2967,"Horseshoe Bay","Departure Bay","30","26","December","Tuesday","21","1",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2968",2968,"Horseshoe Bay","Langdale","20","26","December","Tuesday","7","1",0.6,-1.7,84,2,-1.1,80,360,8,24.1,102.77
"2969",2969,"Horseshoe Bay","Langdale","25","26","December","Tuesday","9","1",1,-1.2,85,2.1,-1.1,80,350,7,24.1,102.75
"2970",2970,"Horseshoe Bay","Langdale","30","26","December","Tuesday","11","1",0.7,-2,82,2.7,-1.2,75,350,10,24.1,102.78
"2971",2971,"Horseshoe Bay","Langdale","35","26","December","Tuesday","13","1",1.7,-1.2,81,3.3,-1.5,71,30,6,24.1,102.68
"2972",2972,"Horseshoe Bay","Langdale","10","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2973",2973,"Horseshoe Bay","Langdale","50","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2974",2974,"Horseshoe Bay","Langdale","50","26","December","Tuesday","17","1",1.7,-1.4,80,2.5,-1.6,74,360,8,24.1,102.5
"2975",2975,"Horseshoe Bay","Langdale","50","26","December","Tuesday","19","1",1.7,-1.2,81,2.3,-1.4,76,360,8,24.1,102.48
"2976",2976,"Horseshoe Bay","Langdale","45","26","December","Tuesday","21","2",1.6,-1,83,2.4,-1.1,78,360,6,24.1,102.5
"2977",2977,"Langdale","Horseshoe Bay","20","26","December","Tuesday","6","1",0.7,-1.9,83,2.1,-1,79,350,9,24.1,102.78
"2978",2978,"Langdale","Horseshoe Bay","25","26","December","Tuesday","8","1",0.7,-1.7,84,2,-1.2,79,360,9,24.1,102.75
"2979",2979,"Langdale","Horseshoe Bay","25","26","December","Tuesday","10","1",1,-1.3,85,2.3,-1.3,77,340,9,24.1,102.78
"2980",2980,"Langdale","Horseshoe Bay","35","26","December","Tuesday","12","1",1.1,-1.8,81,3,-1.4,73,360,8,24.1,102.74
"2981",2981,"Langdale","Horseshoe Bay","45","26","December","Tuesday","14","1",1.9,-0.9,82,3,-1.7,71,20,7,24.1,102.59
"2982",2982,"Langdale","Horseshoe Bay","15","26","December","Tuesday","15","1",1.8,-1.1,81,3.1,-1.5,72,10,8,24.1,102.53
"2983",2983,"Langdale","Horseshoe Bay","50","26","December","Tuesday","16","1",1.8,-1.2,80,2.9,-1.6,72,340,7,24.1,102.58
"2984",2984,"Langdale","Horseshoe Bay","50","26","December","Tuesday","18","1",1.8,-1,82,2.4,-1.7,75,340,8,24.1,102.5
"2985",2985,"Langdale","Horseshoe Bay","45","26","December","Tuesday","20","3",1.6,-1.3,81,2.3,-1.3,77,10,7,24.1,102.46
"2986",2986,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","6","1",2,0.5,90,2.5,0.3,85,350,8,24.1,102.46
"2987",2987,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"2988",2988,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"2989",2989,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","9","2",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"2990",2990,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"2991",2991,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","11","1",2,1,93,4.4,1.1,79,110,9,24.1,102.51
"2992",2992,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"2993",2993,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","13","2",2.9,1.8,93,4.8,1.1,77,100,8,24.1,102.5
"2994",2994,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","14","1",2.9,1.9,93,4.8,1.6,80,70,7,24.1,102.49
"2995",2995,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"2996",2996,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","16","1",2.6,1.7,94,4.9,2,81,50,5,24.1,102.49
"2997",2997,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"2998",2998,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","18","2",2.6,1.9,95,4.7,2.2,84,20,6,24.1,102.46
"2999",2999,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3000",3000,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","20","1",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3001",3001,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","21","1",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
"3002",3002,"Tsawwassen","Swartz Bay","0","27","December","Wednesday","22","2",2.9,2.1,95,8.6,2,64,30,24,24.1,101.97
"3003",3003,"Tsawwassen","Swartz Bay","59","27","December","Wednesday","23","1",3.2,2.3,94,8.6,2.5,65,30,6,24.1,102.35
"3004",3004,"Tsawwassen","Southern Gulf Islands","25","27","December","Wednesday","9","1",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3005",3005,"Tsawwassen","Southern Gulf Islands","55","27","December","Wednesday","9","2",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3006",3006,"Tsawwassen","Southern Gulf Islands","5","27","December","Wednesday","14","1",2.9,1.9,93,4.8,1.6,80,70,7,24.1,102.49
"3007",3007,"Tsawwassen","Southern Gulf Islands","15","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3008",3008,"Tsawwassen","Duke Point","15","27","December","Wednesday","5","1",1.7,-0.1,88,13.1,3.2,48,30,16,24.1,102.52
"3009",3009,"Tsawwassen","Duke Point","45","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3010",3010,"Tsawwassen","Duke Point","15","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3011",3011,"Tsawwassen","Duke Point","45","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3012",3012,"Tsawwassen","Duke Point","15","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3013",3013,"Tsawwassen","Duke Point","45","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3014",3014,"Tsawwassen","Duke Point","15","27","December","Wednesday","20","2",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3015",3015,"Tsawwassen","Duke Point","45","27","December","Wednesday","22","2",2.9,2.1,95,11.3,3.7,58,20,22,24.1,102.53
"3016",3016,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3017",3017,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","9","2",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3018",3018,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","11","1",2,1,93,4.4,1.1,79,110,9,24.1,102.51
"3019",3019,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","13","2",2.9,1.8,93,4.8,1.1,77,100,8,24.1,102.5
"3020",3020,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3021",3021,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3022",3022,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3023",3023,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","27","December","Wednesday","21","1",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
"3024",3024,"Swartz Bay","Southern Gulf Islands","0","27","December","Wednesday","5","1",1.7,-0.1,88,9.3,4.2,68,40,7,24.1,102.3
"3025",3025,"Swartz Bay","Southern Gulf Islands","5","27","December","Wednesday","5","1",1.7,-0.1,88,5.8,4.9,90,200,16,24.1,102.54
"3026",3026,"Swartz Bay","Southern Gulf Islands","15","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"3027",3027,"Swartz Bay","Southern Gulf Islands","10","27","December","Wednesday","9","1",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3028",3028,"Swartz Bay","Southern Gulf Islands","10","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3029",3029,"Swartz Bay","Southern Gulf Islands","20","27","December","Wednesday","14","1",2.9,1.9,93,4.8,1.6,80,70,7,24.1,102.49
"3030",3030,"Swartz Bay","Southern Gulf Islands","10","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3031",3031,"Swartz Bay","Southern Gulf Islands","20","27","December","Wednesday","16","1",2.6,1.7,94,4.9,2,81,50,5,24.1,102.49
"3032",3032,"Swartz Bay","Southern Gulf Islands","40","27","December","Wednesday","18","2",2.6,1.9,95,4.7,2.2,84,20,6,24.1,102.46
"3033",3033,"Swartz Bay","Southern Gulf Islands","55","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3034",3034,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","6","1",2,0.5,90,2.5,0.3,85,350,8,24.1,102.46
"3035",3035,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3036",3036,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"3037",3037,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","9","2",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3038",3038,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3039",3039,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","11","1",2,1,93,4.4,1.1,79,110,9,24.1,102.51
"3040",3040,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3041",3041,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","13","2",2.9,1.8,93,4.8,1.1,77,100,8,24.1,102.5
"3042",3042,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","14","1",2.9,1.9,93,4.8,1.6,80,70,7,24.1,102.49
"3043",3043,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3044",3044,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","16","1",2.6,1.7,94,4.9,2,81,50,5,24.1,102.49
"3045",3045,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3046",3046,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","18","2",2.6,1.9,95,4.7,2.2,84,20,6,24.1,102.46
"3047",3047,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3048",3048,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","20","1",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3049",3049,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","21","1",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
"3050",3050,"Swartz Bay","Tsawwassen","0","27","December","Wednesday","22","2",2.9,2.1,95,8.8,3.3,68,30,14,24.1,102.58
"3051",3051,"Swartz Bay","Tsawwassen","59","27","December","Wednesday","23","1",3.2,2.3,94,16.2,5.8,46,30,6,24.1,102.33
"3052",3052,"Duke Point","Tsawwassen","15","27","December","Wednesday","5","1",1.7,-0.1,88,5.8,4.6,90,220,9,24.1,102.51
"3053",3053,"Duke Point","Tsawwassen","45","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3054",3054,"Duke Point","Tsawwassen","15","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3055",3055,"Duke Point","Tsawwassen","45","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3056",3056,"Duke Point","Tsawwassen","15","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3057",3057,"Duke Point","Tsawwassen","45","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3058",3058,"Duke Point","Tsawwassen","15","27","December","Wednesday","20","2",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3059",3059,"Duke Point","Tsawwassen","45","27","December","Wednesday","22","2",2.9,2.1,95,6.2,1,68,10,7,24.1,102.51
"3060",3060,"Departure Bay","Horseshoe Bay","20","27","December","Wednesday","6","1",2,0.5,90,2.5,0.3,85,350,8,24.1,102.46
"3061",3061,"Departure Bay","Horseshoe Bay","35","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3062",3062,"Departure Bay","Horseshoe Bay","30","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"3063",3063,"Departure Bay","Horseshoe Bay","40","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3064",3064,"Departure Bay","Horseshoe Bay","50","27","December","Wednesday","11","1",2,1,93,4.4,1.1,79,110,9,24.1,102.51
"3065",3065,"Departure Bay","Horseshoe Bay","50","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3066",3066,"Departure Bay","Horseshoe Bay","10","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3067",3067,"Departure Bay","Horseshoe Bay","20","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3068",3068,"Departure Bay","Horseshoe Bay","30","27","December","Wednesday","18","1",2.6,1.9,95,4.7,2.2,84,20,6,24.1,102.46
"3069",3069,"Departure Bay","Horseshoe Bay","30","27","December","Wednesday","19","2",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3070",3070,"Departure Bay","Horseshoe Bay","30","27","December","Wednesday","21","3",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
"3071",3071,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","27","December","Wednesday","6","1",2,0.5,90,2.5,0.3,85,350,8,24.1,102.46
"3072",3072,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","27","December","Wednesday","7","1",1.6,0,89,2.8,0.3,84,360,5,24.1,102.43
"3073",3073,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"3074",3074,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","27","December","Wednesday","9","1",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3075",3075,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3076",3076,"Horseshoe Bay","Snug Cove (Bowen Is.)","5","27","December","Wednesday","11","1",2,1,93,4.4,1.1,79,110,9,24.1,102.51
"3077",3077,"Horseshoe Bay","Snug Cove (Bowen Is.)","10","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3078",3078,"Horseshoe Bay","Snug Cove (Bowen Is.)","35","27","December","Wednesday","14","1",2.9,1.9,93,4.8,1.6,80,70,7,24.1,102.49
"3079",3079,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3080",3080,"Horseshoe Bay","Snug Cove (Bowen Is.)","45","27","December","Wednesday","16","1",2.6,1.7,94,4.9,2,81,50,5,24.1,102.49
"3081",3081,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3082",3082,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","27","December","Wednesday","18","2",2.6,1.9,95,4.7,2.2,84,20,6,24.1,102.46
"3083",3083,"Horseshoe Bay","Snug Cove (Bowen Is.)","50","27","December","Wednesday","19","1",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3084",3084,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","27","December","Wednesday","20","3",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3085",3085,"Horseshoe Bay","Snug Cove (Bowen Is.)","40","27","December","Wednesday","21","1",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
"3086",3086,"Horseshoe Bay","Departure Bay","20","27","December","Wednesday","6","1",2,0.5,90,2.5,0.3,85,350,8,24.1,102.46
"3087",3087,"Horseshoe Bay","Departure Bay","30","27","December","Wednesday","8","1",2,0.6,90,2.7,0.4,85,350,8,24.1,102.44
"3088",3088,"Horseshoe Bay","Departure Bay","40","27","December","Wednesday","9","1",1.8,1,94,4.3,0.3,75,90,8,24.1,102.44
"3089",3089,"Horseshoe Bay","Departure Bay","40","27","December","Wednesday","10","1",2,1.3,95,4.4,0.6,76,120,11,24.1,102.48
"3090",3090,"Horseshoe Bay","Departure Bay","50","27","December","Wednesday","12","2",2.7,1.6,92,4.5,0.6,76,60,8,24.1,102.5
"3091",3091,"Horseshoe Bay","Departure Bay","10","27","December","Wednesday","15","1",2.9,2,94,4.8,1.8,81,60,8,24.1,102.49
"3092",3092,"Horseshoe Bay","Departure Bay","20","27","December","Wednesday","16","1",2.6,1.7,94,4.9,2,81,50,5,24.1,102.49
"3093",3093,"Horseshoe Bay","Departure Bay","20","27","December","Wednesday","17","1",2.8,2.1,95,4.9,2,81,60,7,24.1,102.49
"3094",3094,"Horseshoe Bay","Departure Bay","30","27","December","Wednesday","19","2",2.6,1.9,95,4.7,2.2,84,10,4,24.1,102.5
"3095",3095,"Horseshoe Bay","Departure Bay","30","27","December","Wednesday","20","5",2.5,1.9,95,4.1,1.9,85,10,7,24.1,102.49
"3096",3096,"Horseshoe Bay","Departure Bay","30","27","December","Wednesday","21","3",2.8,2.2,96,5.2,2.6,83,120,9,24.1,102.43
